Id	Question	Difficulty	Freqency	Data Structures	Algorithms																																			
30	Substring with Concatenation of All Words	3	1	string	two pointers	"2个hashmap dict found，先把数组里所有词和出现的次数放到dict。然后扫描长String// 因为要每个词都匹配上 所以 如果小于n*m就肯定匹配不上不用检查了   for (int i = 0; i <= S.length() - n * m; i++) {    found.clear();   int j;   for (j = 0; j < m; j++) { // j<m 一共有m个词再字典里 遍历每个词     int k = i + j * n;// 外循环 到i位了 然后 内循环到第j个词了 又n是词长度     // 所以当前检查的匹配位是长String的 k	k+n位. 匹配当前的j词     String currSmallWord = S.substring(k	 k + n);     if (!dict.containsKey(currSmallWord)) {      break; // 如果当前这个词没匹配上(截取的这段字典里没有) 直接break内循环 i++检查下一i } 匹配上了 就存到found里面 把频率也存上。 然后每次检查if (found.get(currSmallWord) > dict.get(currSmallWord)) {     break; // 如果已经招够这个词了 就break 内循环    }  如果都match上了if (j == m) 把i加到result里。 traverse完外for数组 即可"	"//在场的string里面看看有没有短string数组里面的元素 如果有就返回起始字母的下标 // all starting indices of substring(s) in S that is a concatenation of each word in L exactly once //要求字典里每个字都匹配上  //without any intervening characters. 要求词典里的词当中不能被其他词隔开！！ barfoo  foobar 才可 //每个字典里的词长度一样"																																	
32	Longest Valid Parentheses	4	1	string	dp or stack	"我用的stack	扫描string 如果当前char i 是(  就把I (下标)压入stack 然后 如果一直是(就一直压。如果是）了 就 matchedLeft=stack.pop() 然后 matchedLen=i-matchedLeft+1;  （这里i就是本次匹配上的右括号下标 matchleft就是本次匹配上的左括号下标）然后检查如果栈空了就更新 accumulatedLen=accumulatedLen+matchedLen;    matchedLen=accumulatedLen; 如果没空就 matchedLen=i-stack.peek();（插当前右括号最多和左边那个左括号的下标匹配上） 然后 更新maxLen=Math.max(maxLen	 matchedLen)  到for循环结束 return maxLen"																																		
58	Length of Last Word	1	1	string	 	   //倒着从string最后往前检查，length==0时候 说明计数还没开始，然后碰到第一个非' ' char时候，开始length++。 然后再碰到一个' ' 时候 break for循环 返回length																																		
60	Permutation Sequence	5	1		"permutation	 math"																																			
71	Simplify Path	3	1	string	stack	"//简化unix 下的路径名  实现题  //在unix里 . 表示 当前文件夹 ..表示parent文件夹  光一个/ 表示root //所以 /a/./b/../../c/ -->  //  a/还是a/b/回上一层变a 再回上一层变root/c 所以简化成 /c //知道题意后 就容易做了  ""/+"" 拆分后(就已经没有 )  新建一个 paths String[] // 然后扫描原数组 如果是. 或者空 就不动， 如果是.. 就remove path最后一个 // 如果是正常的字母就存入arraylist //最后每个paths都插入/ 就行  （最后会多插一个 记得除掉）"																																		
85	Maximal Rectangle	5	1	array	"dp	 stack"	"//这题目要联系 Largest Rectangle in Histogram 一起看 // char[][] matrix = {{'0'	 '0'	 '1'	 '0'}	 //                            {'0'	 '1'	 '1'	 '0'}	 //                            {'0'	 '1'	 '1'	 '1'}	 //                            {'1'	 '0'	 '1'	 '0'}	 //                            {'0'	 '1'	 '1'	 '1'}	}; //把原来的1010矩阵变成直方图矩阵 //比方说这个矩阵有5行 我们第一列的时候 最大的矩阵就是  Largest Rectangle in Histogram题种0010;   //然后第二行插入的时候就变成了  Largest Rectangle in Histogram0120; 第三行变成 0231;  //当第四行插入的时候 matrix[3][1]和[3][3]是0  所以 此时histogram 被更新成 1040  //最后一行跟新成0151  每新建好一行都可以调用 Largest Rectangle in Histogram来测算当前最大矩阵面积     //然后动态更新"																																		
95	Unique Binary Search Trees II	4	1	tree	"dp	 dfs"	"和上一题思想类似 dfs 	循环就是遍历0～i～n 所以当总root为i的时候 此时树的所有可能是所有的左子树配上所有的右子树。然后 再配上当前的i作为root. 所以                                                   for (int i = start; i <= end; i++) {   把当root.val=i+1时候(因为要存的数是1～n )      ArrayList<TreeNode> leftChild = numTrees(start	 i - 1);//所有的左子树的可能      ArrayList<TreeNode> rightChild = numTrees(i + 1	 end); //所有的右子树的可能                    然后 两个for循环 吧所有左子树的可能mapping上所有个右子树的循环  然后返回root。 "																																		
96	Unique Binary Search Trees	3	1	tree	dfs	"//用dfs的思想  当root为1时候 root为2时候 root为3时候循环 一直到n 这就是for //然后当root为1时候 左边不能放 右边放2~n   root为2时候  左边放1 右边放3～n //总之 当 root为 i时候 左边放1～i-1  右边放1+1～n　所以这里就是dfs                                   for(int i=start;i<=end;i++){     //为什么是乘法呢？ 假设左子树有n种可能 右子树有N中可能 而root是i只有1种可能     //那么 总可能就是 左×右×1     totalNum=totalNum+numTrees(start	i-1)*numTrees(i+1	end); "																																		
100	Same Tree	1	1	tree	dfs	就中序遍历比一下																																		
104	Maximum Depth of Binary Tree	1	1	tree	dfs	"正常recursive 用九章模板 一层recursive调用本方法传左右儿子进去，然后再处理左右儿子传回来的值    return Math.max(left	 right) + 1;"																																		
107	Binary Tree Level Order Traversal II	3	1	tree	bfs	"正常的level order 但是 标准bfs做法 但是每次把curr层的结果加到总result的0位置  //这样每次越下面的层就加到最前去了   //方诗元解法 就是每次递归先调用把下一层加入总结果 再加入本层 //这样会最先加入最后一层，再递归return 回来 加到数第二层  /最后加root  "																																		
111	Minimum Depth of Binary Tree	1	1	tree	dfs	dfs 求出左右子树的最小深度  int left=minDepth(root.left);     int right=minDepth(root.right); 然后如果左没有就return右+1给上层， 右没有就return 左+1给上层 都有就return min（左右）+1给上层	" //       1 //      / //     2  是两层高度   "																																	
118	Pascal's Triangle	2	1	array	dp	"/dp思想	base case是 每个行第一列都是1 最后一列都是1 //但是 如果不是编程就 平时想事情角度来考虑问题的话，当中的那些值 就是左上+右上 //就是 左上加右上         从第二行开始if(i>0)                                                                                                                   //这么加就好了 到res.get(i-1).get(j)左上+res.get(i-1).get(j+1)右上"	"/ //* [1]	 //* [1	1]	 //* [1	2	1]	 //* [1	3	3	1]	 //* [1	4	6	4	1]  4=1+3    6=3+3"																																	
119	Pascal's Triangle II	2	1	array		" //杨辉三角形II 要求给层数返回三角形第N层	尽量少用空间  //和I的解法一样 其实每层的数字只都是有上一层计算得来 //那么实际上只要保留上一层的就可以 计算出本层，计算出本层后上一层就可以丢了 //然后本层的数字作为新的“上一层”来计算本层下面的那层 //K神的做法已经做到只用一层的空间 。。"	参考 Pascal's Triangle																																	
120	Triangle	3	1	array	dp	"bottom up做法  和机器人从左上到右下那题一样 做一个预处理矩阵 //预处理矩阵里[][]格子是到这个格子 所造成的最小sum. 所以 先把triangle的最下面一层复制给sum[][]再　从下到上加上去for(int i=n-2;i>=0;i--){for(int j=0;j<triangle.get(i).size();j++){　　　　　　　　　　　sum[i][j]=Math.min(sum[i+1][j]	 sum[i+1][j+1])+ triangle.get(i).get(j);｝｝"	"  //sum数组最后会变成这样 //   [2]	         [0][0]由[1][0]和[1][1]中小的得出 //   [3	4]	         //  [6	5	7]	  //  [4	1	8	3]   "																																	
121	Best Time to Buy and Sell Stock	2	1	array	dp	" 找到最大增长即可。(不一定要连续的) 从前往后，用当前价格减去此前最低价格，就是在当前点卖出股票能获得的最高利润。 扫描的过程中更新最大利润和最低价格就行了。  "																																		
122	Best Time to Buy and Sell Stock II	3	1	array	greedy	"      // 从而累积赚取所有的价格差。因此用贪心法，现在第0天的时候买入（然后for(int i=0遍历数组)），然后在价格升到局部最高点   （即下一天的价钱就下降了prices[i]<prices[i-1]）时候，抛出股票，加入利润，然后把下一天较低的价钱作为买入，接着计算。      // 要注意最后要处理最后一次的利润  totalProfit+prices[prices.length-1]-prices[startIndex];"																																		
123	Best Time to Buy and Sell Stock III	4	1	array	dp	"//建2个数组 forward[i]是[0	i]区间的最大利润(和第一题一样更新min price 然后看 prices[i]-min price 赚多少) //backword[i]是[i	n]区间最大利润(从n--下来 更新max price 最高卖价 然后看 max price- prices[i]赚多少) //for(int i=0;i<prices.length;i++){ //max=Math.max(max	forward[i]+backward[i]);} // //这样不管i在那里 都是 0~i 交易一次 i~n 交易一次 不会重复。"																																		
126	Word Ladder II	5	1																																					
118	single number	bit manipulate				"位运算 用异或  ^                                                                                   // 0000^1010= 1010    0^其他值=其他值 // 1010^1010=0000     值^值=0                                                           //result=用0^数组里面的所有数 成双成对的都成0了  //最后结果result=0^那个唯一的数=唯一的数"																																		
119	single number II	bit manipulate				"蠢做法 hashmap<Integer	Integer>出现的次数                                   好做法      位运算： java里int始终占4个字节，32位，我们外层循环遍历32次，然后内层循环记录0-31位每一位出现的次数，内层循环结束后将结果取余于3即为当前位的值 然后把这个位加到result里 等32次都循环完了 就是完整的 result （外一次循环求出32位int里的1位的和）"	"//1101 //1101 //1101 //0011 //0011 //0011 //1010   这个unique的  //---- //4340  1的出现次数   //1010  余3的话 就是那个唯一的数！"																																	
120	Binary Tree Preorder Traversal	recursive				"//普通的preorder traverse 结果放arraylist里面 //用九章算法的模板来做 "																																		
121	Binary Tree Postorder Traversal	recursive	  			"//普通的postorder traverse 结果放arraylist里面 //用九章算法的模板来做 "																																		
	copy list with random pointer	pointer				"做法1做法1. 先new许多节点来复制原始链表和next的连接关系。用hashmap存新的点和老的点的影射关系《key1	value 1'》 那么再遍历原始列表 if原始列表random是key 我的clone表randome指向 value                                       //做法2.每个node都把自己.next复制一个自己（node。Next=node）  //然后他们的random指向原来node的后一点。 然后再把复制的点和原来的点分开来   //比方说  1-1'-2-2'-3-3' //        3    2    null   假设 3 2 null是 123的random  //那么复制节点后 random怎么深复制呢？ //head.next.random=head.random.next; //eg   1’.random=1.random.next=3.next=3' 就深复制"	"copyNext(head);  copyRandom(head);   splitList(head);"																																	
	Linked List Cycle	2 pointer				"//cc原题 龟兔指针做法 大家都从头开始走  兔每次走两步 龟每次走一步 然后 如果是直线的linkedlist //就兔子早走完了 龟兔不会碰到  但是如果是环龟兔会碰到  "	"// 此时首尾相遇  再从头同步走起  while(head!=slow){   head=head.next;   slow=slow.next;  }  return head;"																																	
	Reorder List	2 pointer+stack				"快慢指针同时出发，快指针到底的时候 慢指针就是到linkedlist的一半对吧。然后把慢指针的下一个push到stack里 push完了 stack就是顶端就是N---到N/2	 然后再上半段一个 pop一个编织起来"																																		
	Sort List					find middle  再  recursive 就像merge sort（mergesort：拆到最低 只有一个node的时候 在merge会大的 然后merge时候比大小排序）	拆 merge																																	
	Word Break	DP				"/ 也是预处理一个一维数组  // dp[i]的意思是这个string从0位到i位是可以(以某种割法能valid break的) 然后再从i的后面判断是否能valid break  // 就好象公交车换成，前面已经换成的3辆车可以不用管 。你只要管后面的能合法换到终点站就可以了                     //  leetcode  //012345678                                     dp[TFFFTFFFT] return dp[8]                      //dp[0] 是DP基础状态 表示dp[0]之前都是ok                                                    的了 只用从1开始考虑问题就可以了   if (dp[j] && dict.contains(s.substring(j	 i))) dp[j]位true表示j位之前是validword 并且j到i也是字典里的词  所以 到i位也是valid的word dp[i] = true; 到dp[length]也是true的情况下 就是整个词都可以被 拆成valid word"	   																																	
	Insertion Sort List					"while(head!=null){    ListNode node=dummy;     while(node.next!=null&&node.next.val<head.val){     node=node.next;   }  //找比head小的 插入    ListNode temp=head.next;           head.next=node.next; //比方说dummy原来指向6 现在让 head 5指向6       node.next=head; //让dummy.next=一直指向当前head 5  所以现在是 dummy-5-6    head=temp;  //head等于 实质上的head.next 从linkedlist的下一位再排序 此时 新head=4 "	"// 排序 6 5 4  3 // -1 // -16 // -156 // -1456 // -13456"																																	
	LRU CACHE	linkedhashmap	 			"用linkedhashmap实现 	linkedhashlist 的特性就是最老插入的在 int firstKey = map.keySet().iterator().next();  是第一个。然后你   map.remove(firstKey); 就把最老插入的那个给去掉了。 然后 提议要求删掉 least visted 那么就在get和 set的时候 都访问好再删掉-插入一次， 这样就符合题意了。然后满的时候 就通过iterator拿到第一个key 删之 在插入"	LinkedHashMap 是HashMap的一个子类，保存了记录的插入顺序，在用Iterator遍历LinkedHashMap时，先得到的记录肯定是先插入的.也可以在构造时用带参数，按照应用次数排序。在遍历的时候会比HashMap慢，不过有种情况例外，当HashMap容量很大，实际数据较少时，遍历起来可能会比 LinkedHashMap慢，因为LinkedHashMap的遍历速度只和实际数据有关，和容量无关，而HashMap的遍历速度和他的容量有关。																																	
	Clone graph	dfs				"1.因为label是唯一的 所以建一个hashmap<label	Node> 然后递归调用方法 cloneGraphHelper(node	 map).在里面根据node的值newNode了 之后 再遍历老node的邻居们	如果在map里有就加到newNode的 arraylist neighbor里，如果没有 就递归调用本方法  newnode.neighbors.add(cloneGraphHelper(point	map));"																																		
	Gas station					"设三个值 sum=0;表示当前这次开车的所剩油量.total=0 表示开完一整圈的油量正负，  int index=-1;动态更新 index+1位最后出发的起点。 然后for循环遍历数组。   sum=sum+gas[i]-cost[i]; total=total+gas[i]-cost[i]; 然后当sum<0的时候 ， 说明从i-1开到i的路上没油了  //新的起点就从i开始   index=I                   //每次不够油就更新index	所以跑完for循环后的index是最后一次没油的地方 //如果total总油量够 那么 index~n 肯定是能独立跑完的 又总油量够 1~index肯定也是够"																																		
	Candy 					"//先把答案数组先全部填充成1.然后就是两头扫瞄，第一次从左到右，第二次从右到左， //这样递增和递减的关系就刚好相反。每一个递增都加一，递减就不变。  // 比方说 rating是 3455542 左到右第一次扫描后 1231111 //第二次扫描时候 因为 ratings[i-1]>ratings[i]&&count[i-1]<=count[i] //所以         1231221"																																		
	ReverseWordsinaString					"//String[] array=s.split("" +"");  ("" +"") //表示1~n个空格 split 2个 5个都split一次                  //然后从array数组从后往前扫描 每一个词都append的一个空格 sb.append(array[i]).append("" "");  最后 return sb.length()==0?"""":sb.toString().trim(); //因为会多append的一个空格"																																		
	Evaluate Reverse Polish Notation	stack				"//题意就是让你碰到数字就压到stack里 然后 //碰到符号 就弹出stack最上面的2个数字 然后运算 然后再把结果压回去 //一直到数组用完为止  符号只用计算不用压入栈                                   //进行最后一次计算后 stack应该只有最终结果一个int         return stack.pop();"	"就要要注意顺序，尤其是减法和除法                     if (tokens[i].equals(""-"")) {                     int a = stack.pop();                     int b = stack.pop();                     stack.push(b-a);"																																	
	Next Permutation					" // 1. 从后往前找falling edge，下降沿。eg “547532”， 4是下降沿。                      //2. 再从尾到头遍历，找到第一个比那个index里的内容大的index2    //eg “547532”， 2--3--5 就是找他 所以 就是4和5交换       // 然后swap 下降沿和这个找到的值                                              //3.reverse反转下降沿后面的所有元素。 如果全降序的话edge就是-1    //anyway 这里只要从egde+1开始反转起就好   int i=edge+1;  int j=num.length-1;   while(i<j){   swap(num	i	j);  i++;  j--;  }  }"																																		
	WORD BREAK II					"dfs九章dfs模板  if(position==s.length()){             result.add(sb.toString().trim());         }                 for(int i=position;i<s.length();i++){              if(dict.contains(s.substring(position	i))){                StringBuilder sbNew=new StringBuilder(sb.toString());                 sbNew.append(s.substring(position	i)).append("" "");                   dfsHelper(s	dict	i	sbNew	 result);"																																		
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
bfs 的1种思路 1. level order traverse （用queue）	 						
树的dfs  每一层递归调用 root.left  root.right 然后他们也 l r  扩散出去（本质上是dfs）							
如果有各种需要递归的方法但是最后要总和成1个值或者一个对象的话 可以在类里建一个成员变量 然后各种递归方法都对他操作							
							
分而治之 一层层递归下去（分） 一个递归内发生的逻辑（整理递归返回过来的数据）一个递归内root之和 root.left和root。Right发生关系 							
							
DP的题型在leetcode里一共有几种					DP 题目一般是问 1.找一个最大值 最小值 2.判断一个事情可不可能（T/F） 3.判断 一种事情有多少种解法 （这些可用动态规划做。		
1.矩阵DP matrix（eg 机器人左上到右下 triangle）							
2. 1维DP sequence （eg word break ， jump game）							
3. 2维DP 2sequence （eg edit distan等把A词变成B词的）							
4. Interval (eg merge interval	 insert interval)"							
							
所以 这几类题 要怎么做呢							
1. status  							
//1.矩阵DP matrix（eg 机器人左上到右下 triangle）							
//2. 1维DP sequence （eg word break ， jump game）							
//3. 2维DP 2sequence （eg edit distan等把A词变成B词的）							
"//4. Interval (eg merge interval	 insert interval)"							
//							
2.Transfer  DP 推导过程							
"//LCS: f[i][j] = max(f[i-1][j]	 f[i][j-1]	 f[i-1][j-1] + 1)"							longest common sequence
"// LIS: f[i] = max(f[j] + 1	 a[i] >= a[j])"							longest increasing sequence
// 分析最后一次划分/最后一个字符/最后***							
							
3. initialize  初始状态							
// f[i][0] f[0][i]							
// f[0]							
// LIS: f[1..n] = 1;							
							
4. answer  							
// LIS: max{f[i]}							
// LCS: f[n][m]							
							
							
5. loop   							
// Interval: 区间从小到大，先枚举区间长度. Palindrome Patitioning II 							
							
DP和 贪心算法 的区别							
比方说问题是 从第一个站走到第100栈 求最短距离（最优路线）							
DP就是看到99站最优解是什么，到98站最优解是什么。。。到1的最优解是什么。							
贪心就是 永远选择当前选择的最优解。比方说1站到2站最短路径是什么，2站到3站最短路径是什么，所以贪心永远是选择 当前“局部最优解”							
							
int length=board[0].length;							
    queue.add(x*length+y);// 这是一种 很巧妙的记录把举证坐标记录在一个int里的方法							
    //“解压” 的时候 就x=cur/length  y=cur%length;							

118	single number	bit manipulate		"位运算 用异或  ^                                                                                   // 0000^1010= 1010    0^其他值=其他值 // 1010^1010=0000     值^值=0                                                           //result=用0^数组里面的所有数 成双成对的都成0了  //最后结果result=0^那个唯一的数=唯一的数"		
119	single number II	bit manipulate		"蠢做法 hashmap<Integer	Integer>出现的次数                                   好做法      位运算： java里int始终占4个字节，32位，我们外层循环遍历32次，然后内层循环记录0-31位每一位出现的次数，内层循环结束后将结果取余于3即为当前位的值 然后把这个位加到result里 等32次都循环完了 就是完整的 result （外一次循环求出32位int里的1位的和）"	"//1101 //1101 //1101 //0011 //0011 //0011 //1010   这个unique的  //---- //4340  1的出现次数   //1010  余3的话 就是那个唯一的数！"	
120	Binary Tree Preorder Traversal	recursive		"//普通的preorder traverse 结果放arraylist里面 //用九章算法的模板来做 "		
121	Binary Tree Postorder Traversal	recursive	  	"//普通的postorder traverse 结果放arraylist里面 //用九章算法的模板来做 "		
	copy list with random pointer	pointer		"做法1做法1. 先new许多节点来复制原始链表和next的连接关系。用hashmap存新的点和老的点的影射关系《key1	value 1'》 那么再遍历原始列表 if原始列表random是key 我的clone表randome指向 value                                       //做法2.每个node都把自己.next复制一个自己（node。Next=node）  //然后他们的random指向原来node的后一点。 然后再把复制的点和原来的点分开来   //比方说  1-1'-2-2'-3-3' //        3    2    null   假设 3 2 null是 123的random  //那么复制节点后 random怎么深复制呢？ //head.next.random=head.random.next; //eg   1’.random=1.random.next=3.next=3' 就深复制"	"copyNext(head);  copyRandom(head);   splitList(head);"	
	Linked List Cycle	2 pointer		"//cc原题 龟兔指针做法 大家都从头开始走  兔每次走两步 龟每次走一步 然后 如果是直线的linkedlist //就兔子早走完了 龟兔不会碰到  但是如果是环龟兔会碰到  "	"// 此时首尾相遇  再从头同步走起  while(head!=slow){   head=head.next;   slow=slow.next;  }  return head;"	
	Reorder List	2 pointer+stack		"快慢指针同时出发，快指针到底的时候 慢指针就是到linkedlist的一半对吧。然后把慢指针的下一个push到stack里 push完了 stack就是顶端就是N---到N/2	 然后再上半段一个 pop一个编织起来"		
	Sort List			find middle  再  recursive 就像merge sort（mergesort：拆到最低 只有一个node的时候 在merge会大的 然后merge时候比大小排序）	拆 merge	
	Word Break	DP		"/ 也是预处理一个一维数组  // dp[i]的意思是这个string从0位到i位是可以(以某种割法能valid break的) 然后再从i的后面判断是否能valid break  // 就好象公交车换成，前面已经换成的3辆车可以不用管 。你只要管后面的能合法换到终点站就可以了                     //  leetcode  //012345678                                     dp[TFFFTFFFT] return dp[8]                      //dp[0] 是DP基础状态 表示dp[0]之前都是ok                                                    的了 只用从1开始考虑问题就可以了   if (dp[j] && dict.contains(s.substring(j	 i))) dp[j]位true表示j位之前是validword 并且j到i也是字典里的词  所以 到i位也是valid的word dp[i] = true; 到dp[length]也是true的情况下 就是整个词都可以被 拆成valid word"	   	
	Insertion Sort List			"while(head!=null){    ListNode node=dummy;     while(node.next!=null&&node.next.val<head.val){     node=node.next;   }  //找比head小的 插入    ListNode temp=head.next;           head.next=node.next; //比方说dummy原来指向6 现在让 head 5指向6       node.next=head; //让dummy.next=一直指向当前head 5  所以现在是 dummy-5-6    head=temp;  //head等于 实质上的head.next 从linkedlist的下一位再排序 此时 新head=4 "	"// 排序 6 5 4  3 // -1 // -16 // -156 // -1456 // -13456"	没有很好掌握
	LRU CACHE	linkedhashmap	 	"用linkedhashmap实现 	linkedhashlist 的特性就是最老插入的在 int firstKey = map.keySet().iterator().next();  是第一个。然后你   map.remove(firstKey); 就把最老插入的那个给去掉了。 然后 提议要求删掉 least visted 那么就在get和 set的时候 都访问好再删掉-插入一次， 这样就符合题意了。然后满的时候 就通过iterator拿到第一个key 删之 在插入"	LinkedHashMap 是HashMap的一个子类，保存了记录的插入顺序，在用Iterator遍历LinkedHashMap时，先得到的记录肯定是先插入的.也可以在构造时用带参数，按照应用次数排序。在遍历的时候会比HashMap慢，不过有种情况例外，当HashMap容量很大，实际数据较少时，遍历起来可能会比 LinkedHashMap慢，因为LinkedHashMap的遍历速度只和实际数据有关，和容量无关，而HashMap的遍历速度和他的容量有关。	有时间可以看下linkedhashmap的实现 
	Clone graph	dfs		"1.因为label是唯一的 所以建一个hashmap<label	Node> 然后递归调用方法 cloneGraphHelper(node	 map).在里面根据node的值newNode了 之后 再遍历老node的邻居们	如果在map里有就加到newNode的 arraylist neighbor里，如果没有 就递归调用本方法  newnode.neighbors.add(cloneGraphHelper(point	map));"		
	Gas station			"设三个值 sum=0;表示当前这次开车的所剩油量.total=0 表示开完一整圈的油量正负，  int index=-1;动态更新 index+1位最后出发的起点。 然后for循环遍历数组。   sum=sum+gas[i]-cost[i]; total=total+gas[i]-cost[i]; 然后当sum<0的时候 ， 说明从i-1开到i的路上没油了  //新的起点就从i开始   index=I                   //每次不够油就更新index	所以跑完for循环后的index是最后一次没油的地方 //如果total总油量够 那么 index~n 肯定是能独立跑完的 又总油量够 1~index肯定也是够"		
	Candy 			"//先把答案数组先全部填充成1.然后就是两头扫瞄，第一次从左到右，第二次从右到左， //这样递增和递减的关系就刚好相反。每一个递增都加一，递减就不变。  // 比方说 rating是 3455542 左到右第一次扫描后 1231111 //第二次扫描时候 因为 ratings[i-1]>ratings[i]&&count[i-1]<=count[i] //所以         1231221"		
	ReverseWordsinaString			"//String[] array=s.split(" +");  (" +") //表示1~n个空格 split 2个 5个都split一次                  //然后从array数组从后往前扫描 每一个词都append的一个空格 sb.append(array[i]).append(" ");  最后 return sb.length()==0?"":sb.toString().trim(); //因为会多append的一个空格"		
	Evaluate Reverse Polish Notation	stack		"//题意就是让你碰到数字就压到stack里 然后 //碰到符号 就弹出stack最上面的2个数字 然后运算 然后再把结果压回去 //一直到数组用完为止  符号只用计算不用压入栈                                   //进行最后一次计算后 stack应该只有最终结果一个int         return stack.pop();"	"就要要注意顺序，尤其是减法和除法                     if (tokens[i].equals("-")) {                     int a = stack.pop();                     int b = stack.pop();                     stack.push(b-a);"	
	Next Permutation			" // 1. 从后往前找falling edge，下降沿。eg “547532”， 4是下降沿。                      //2. 再从尾到头遍历，找到第一个比那个index里的内容大的index2    //eg “547532”， 2--3--5 就是找他    // 然后swap 下降沿和这个找到的值                                              //3.reverse反转下降沿后面的所有元素。 如果全降序的话edge就是-1    //anyway 这里只要从egde+1开始反转起就好   int i=edge+1;  int j=num.length-1;   while(i<j){   swap(num	i	j);  i++;  j--;  }  }
